평균,평년,현재기온,이슬점온도,체감온도,습도,해면기압,tor20_o,tor20_x
3385,1646,17.0,12.5,17.0,75.0,1021.6,1,0
3360,1652,20.6,8.8,20.6,47.0,1018.3,1,0
3368,1648,19.4,17.7,19.4,90.0,1010.3,1,0
3374,1645,19.3,12.7,19.3,66.0,1017.1,1,0
3374,1663,18.9,12.1,18.9,65.0,1023.6,1,0
3374,1667,15.1,14.9,14.8,99.0,1012.1,1,0
3332,1579,11.1,5.6,9.9,69.0,1025.1,1,0
3140,1567,12.2,-7.8,10.7,24.0,1026.6,1,0
3035,1560,12.9,-8.3,11.5,22.0,1024.8,1,0
2785,1609,15.9,3.6,15.7,44.0,1021.9,0,1
2735,1618,18.7,2.4,18.7,34.0,1016.9,0,1
2692,1626,18.3,6.1,18.3,45.0,1020.8,0,1
2518,1515,16.4,2.0,15.9,38.0,1019.3,0,1
2514,1529,14.2,1.7,13.5,43.0,1026.4,0,1
2390,1519,12.7,5.8,12.7,63.0,1019.3,0,1
2405,1495,16.6,5.2,16.5,47.0,1018.0,0,1
2436,1358,17.9,16.2,17.9,90.0,1015.1,0,1
2433,1416,18.5,-5.5,18.3,19.0,1017.0,0,1
2437,1401,14.2,-4.0,13.6,28.0,1021.2,0,1
2383,1377,17.7,2.0,17.7,35.0,1023.3,0,1
2392,1358,18.4,12.8,18.3,70.0,1018.4,0,1
2401,1341,15.4,10.7,15.4,74.0,1017.2,0,1
2397,1344,12.4,3.3,11.0,54.0,1017.0,0,1
2406,1339,12.0,1.0,10.4,47.0,1020.8,0,1
2460,1335,7.5,-11.8,4.2,24.0,1023.0,0,1
2430,1334,9.9,-4.8,7.6,35.0,1025.6,0,1
2430,1329,10.3,-4.1,8.2,36.0,1025.5,0,1
2430,1326,11.9,-5.6,10.6,29.0,1031.5,0,1
2440,1323,11.1,8.3,10.5,83.0,1024.0,0,1
2418,1325,13.0,1.9,11.7,47.0,1022.2,0,1
2375,1383,15.8,5.0,15.8,49.0,1015.9,0,1
2358,1389,8.6,-10.3,6.2,25.0,1024.6,0,1
2374,1396,7.7,-6.1,6.3,37.0,1020.7,0,1
2431,1414,7.6,-0.3,6.6,57.0,1017.6,0,1
2434,1438,12.7,-2.0,11.2,36.0,1016.1,0,1
2438,1456,9.6,-0.3,8.0,50.0,1022.8,0,1
2543,1483,9.6,3.7,8.1,67.0,1015.6,0,1
2550,1491,8.4,0.1,5.7,56.0,1016.8,0,1
2734,1505,5.7,-8.9,2.2,34.0,1018.8,0,1
2772,1530,4.6,-16.4,0.5,20.0,1025.4,0,1
2816,1379,8.1,7.9,7.1,99.0,1024.9,0,1
2916,1359,14.7,9.2,14.7,70.0,1025.2,0,1
2922,1359,15.3,11.4,15.3,78.0,1024.1,0,1
2941,1450,11.9,7.6,10.3,75.0,1007.7,0,1
2984,1449,6.8,-4.0,3.4,46.0,1016.4,0,1
3001,1412,6.4,6.3,4.8,100.0,1018.0,0,1
3015,1395,7.7,-2.3,4.2,49.0,1017.5,0,1
3012,1389,7.0,-4.4,4.8,44.0,1027.9,0,1
2957,1417,0.9,-12.8,-2.5,35.0,1029.2,0,1
2926,1441,5.6,-12.9,2.5,25.0,1030.5,0,1
3116,1445,13.7,2.2,12.8,46.0,1021.0,0,1
3085,1383,11.1,-5.0,9.7,32.0,1022.9,0,1
3055,1334,10.8,0.2,9.2,48.0,1022.6,0,1
3085,1308,9.8,4.3,,69.0,1026.3,0,1
3096,1303,11.4,0.1,11.1,46.0,1026.0,0,1
3072,1284,10.2,-2.8,7.5,40.0,1013.9,0,1
3043,1276,6.3,-8.0,2.8,35.0,1019.7,0,1
3022,1265,3.4,-13.4,-0.1,28.0,1023.2,0,1
2892,1257,7.2,-3.0,3.5,48.0,1015.4,0,1
2775,1249,5.2,-7.6,2.3,39.0,1012.9,0,1
2687,1233,5.2,-10.5,1.9,31.0,1026.4,0,1
2666,1225,6.9,-7.5,4.7,35.0,1030.1,0,1
2590,1222,7.1,-6.9,4.1,36.0,1027.8,0,1
2560,1221,7.6,-4.5,5.4,42.0,1021.6,0,1
2532,1223,3.5,-8.5,-0.9,41.0,1016.9,0,1
2600,1219,1.1,-15.0,-3.3,29.0,1027.7,0,1
2523,1220,2.9,-15.2,-1.0,25.0,1031.5,0,1
2502,1230,5.4,-14.6,2.2,22.0,1031.6,0,1
2531,1251,8.6,-12.5,8.6,21.0,1027.0,0,1
2501,1329,5.9,-5.1,3.4,45.0,1025.8,0,1
2454,1320,6.5,-9.0,2.5,32.0,1024.1,0,1
2471,1327,8.6,-14.4,5.9,18.0,1026.2,0,1
2460,1307,9.7,-8.4,7.8,27.0,1024.6,0,1
2407,1310,7.4,-10.8,4.6,26.0,1018.7,0,1
2376,1310,8.3,-7.4,7.7,32.0,1023.4,0,1
2376,1299,8.1,-4.7,6.4,40.0,1016.1,0,1
2396,1303,4.4,-13.4,0.1,26.0,1009.9,0,1
2396,1303,2.0,-15.5,-2.4,26.0,1014.3,0,1
2423,1301,8.5,-10.4,6.2,25.0,1029.3,0,1
2373,1309,8.7,-9.7,5.8,26.0,1030.9,0,1
2373,1320,12.8,-7.8,12.7,23.0,1028.9,0,1
2317,1329,13.7,6.0,12.0,60.0,1020.8,0,1
2296,1332,15.7,4.0,14.9,46.0,1016.5,0,1
2299,1341,12.4,-9.9,10.4,20.0,1009.5,0,1
2288,1345,9.8,-3.5,9.1,39.0,1030.2,0,1
2290,1346,5.3,5.0,4.3,98.0,1013.9,0,1
2268,1346,8.1,-6.4,5.2,35.0,1013.9,0,1
2268,1350,6.4,-11.7,3.0,26.0,1021.9,0,1
2262,1351,9.5,2.3,8.2,61.0,1025.8,0,1
2262,1345,13.4,-0.2,13.2,39.0,1023.9,0,1
2248,1345,10.0,-0.5,7.7,48.0,1012.1,0,1
2248,1346,11.2,-7.1,9.6,27.0,1018.8,0,1
2248,1328,9.4,-11.8,6.3,21.0,1012.1,0,1
2255,1329,7.6,-9.3,5.4,29.0,1012.8,0,1
2261,1329,6.8,-9.1,3.3,31.0,1013.3,0,1
2258,1332,11.0,-6.8,8.9,28.0,1012.8,0,1
2244,1326,12.7,-9.1,11.7,21.0,1017.8,0,1
2249,1326,14.9,0.0,14.1,36.0,1015.7,0,1
2240,1327,14.0,-1.6,13.2,34.0,1014.5,0,1
2240,1329,12.4,-6.6,10.8,26.0,1021.9,0,1
2229,1334,11.0,2.5,9.0,56.0,1020.6,0,1
2217,1335,16.1,-2.9,15.8,27.0,1022.1,0,1
2192,1349,14.2,4.7,13.8,53.0,1018.2,0,1
2169,1347,16.4,1.6,15.9,37.0,1012.2,0,1
2108,1345,13.7,-4.5,12.9,28.0,1020.0,0,1
2098,1342,16.4,-2.6,16.1,27.0,1018.1,0,1
2081,1343,12.0,1.3,10.1,48.0,1022.1,0,1
2100,1338,11.2,2.2,10.1,54.0,1019.2,0,1
2101,1337,14.7,-2.7,14.4,30.0,1022.7,0,1
2114,1332,9.5,7.4,8.7,87.0,1022.7,0,1
2120,1330,18.6,3.9,18.5,38.0,1019.9,0,1
2126,1332,11.1,4.7,10.9,65.0,1018.2,0,1
2124,1321,21.3,-1.9,65.0,21.0,1021.1,0,1
2124,1304,19.9,1.7,64.0,30.0,1023.8,0,1
2126,1301,14.3,12.8,58.0,91.0,1021.3,0,1
2112,1295,16.5,15.3,62.0,93.0,1012.1,0,1
2143,1295,21.9,12.7,68.0,56.0,1013.6,0,1
2153,1306,17.8,4.3,62.0,41.0,1011.9,0,1
2139,1321,15.9,8.1,60.0,60.0,1004.0,0,1
2135,1333,19.0,-3.8,63.0,21.0,1013.2,0,1
2093,1340,20.2,3.3,65.0,33.0,1016.9,0,1
2079,1346,18.9,10.4,64.0,58.0,1015.0,0,1
2082,1360,17.9,17.8,64.0,100.0,996.0,0,1
2062,1360,19.2,11.4,65.0,61.0,999.3,0,1
2047,1357,21.0,1.7,65.0,28.0,1009.5,0,1
2017,1352,19.4,9.8,65.0,54.0,1010.3,0,1
1984,1355,19.9,7.9,65.0,46.0,1009.1,0,1
1966,1380,20.6,6.5,65.0,40.0,1020.5,0,1
1963,1395,21.2,14.3,68.0,65.0,1019.9,0,1
1958,1408,16.1,12.8,61.0,81.0,1015.2,0,1
1986,1413,20.3,2.5,65.0,31.0,1010.8,0,1
1958,1409,22.1,6.3,67.0,36.0,1006.0,0,1
1980,1417,22.3,8.7,68.0,42.0,1023.2,0,1
1964,1430,24.4,14.1,71.0,53.0,1016.3,0,1
1974,1463,27.2,4.8,71.0,24.0,1013.3,0,1
1981,1487,20.2,15.1,67.0,73.0,1009.9,0,1
2064,1484,26.0,15.9,74.0,54.0,1011.2,0,1
2072,1477,19.5,18.5,67.0,94.0,1012.3,0,1
1980,1520,23.8,5.6,68.0,31.0,1010.9,0,1
1976,1534,21.0,11.6,67.0,55.0,1010.2,0,1
1970,1608,21.9,13.7,68.0,60.0,1011.3,0,1
1948,1607,28.9,9.0,74.0,29.0,1014.8,0,1
1952,1588,29.1,11.6,75.0,34.0,1014.9,0,1
1880,1809,25.4,14.2,72.0,50.0,1014.4,0,1
1880,1707,24.5,14.2,71.0,53.0,1010.8,0,1
1880,1647,24.5,17.7,73.0,66.0,1007.6,0,1
1895,1698,30.3,9.2,75.0,27.0,1003.6,0,1
1883,1695,23.4,6.1,68.0,33.0,1006.7,0,1
1876,1797,31.2,15.5,78.0,39.0,1010.5,0,1
1879,1811,32.1,14.2,78.0,34.0,1009.1,0,1
1862,1808,26.5,12.8,73.0,43.0,1003.0,0,1
1804,1815,30.1,18.2,78.0,49.0,997.2,0,1
1813,1816,24.1,13.6,71.0,52.0,1003.8,0,1
1820,1814,25.0,11.5,71.0,43.0,1015.9,0,1
1840,1825,22.4,18.3,71.0,78.0,1004.4,0,1
1829,1821,27.7,9.4,73.0,32.0,1009.0,0,1
1856,1783,29.3,13.0,75.0,37.0,1006.9,0,1
1871,1768,22.5,11.5,69.0,50.0,1015.5,0,1
1870,1763,23.7,14.1,71.0,55.0,1014.4,0,1
1870,1740,25.5,14.9,73.0,52.0,1009.2,0,1
1766,1772,32.6,11.1,78.0,27.0,1005.9,0,1
1741,1759,26.8,14.8,74.0,48.0,1011.1,0,1
1729,1751,29.3,18.7,78.0,53.0,1008.3,0,1
1752,1745,25.4,18.8,74.0,67.0,1006.0,0,1
1753,1746,25.3,18.2,74.0,65.0,1006.9,0,1
1777,1748,27.4,18.3,76.0,58.0,1008.4,0,1
1764,1753,28.0,18.6,77.0,57.0,1007.0,0,1
1774,1754,25.6,19.2,75.0,68.0,1008.1,0,1
1774,1761,27.3,17.7,76.0,56.0,1010.8,0,1
1763,1762,28.8,19.7,78.0,58.0,1012.4,0,1
1779,1772,23.3,20.4,73.0,84.0,1013.3,0,1
1779,1776,27.8,21.3,78.0,68.0,1009.4,0,1
1786,1781,27.1,22.7,78.0,77.0,,1,0
1797,1799,29.9,23.8,81.0,70.0,,1,0
1807,1816,32.3,19.8,81.0,48.0,1008.3,1,0
1805,1831,27.7,23.0,79.0,76.0,,1,0
1794,1860,26.3,24.7,78.0,91.0,,1,0
1784,1882,25.5,24.6,77.0,95.0,1005.9,1,0
1784,1873,27.6,23.4,79.0,78.0,1010.1,1,0
1789,1858,33.7,22.4,84.0,52.0,1009.2,1,0
1776,1846,31.0,24.6,83.0,69.0,1007.3,1,0
1770,1843,30.7,25.5,83.0,74.0,1009.1,1,0
1783,1829,29.9,22.5,80.0,65.0,1011.8,1,0
1817,1847,29.6,24.6,82.0,75.0,1009.4,1,0
1822,1842,32.0,20.9,81.0,52.0,1005.0,1,0
1949,1840,30.3,25.1,82.0,74.0,1007.2,1,0
1951,1835,34.8,24.4,86.0,55.0,1008.4,1,0
2119,1842,31.8,24.6,83.0,66.0,1002.0,1,0
2304,1846,32.4,24.1,84.0,62.0,1001.6,1,0
2435,1852,31.3,19.6,80.0,50.0,1005.9,1,0
2429,1856,30.9,18.2,79.0,47.0,1008.0,1,0
2397,1855,31.1,20.9,81.0,55.0,1008.1,1,0
2356,1856,30.6,22.7,81.0,63.0,1009.0,1,0
2362,1855,30.7,24.1,82.0,68.0,1009.9,1,0
2409,1850,31.2,20.7,81.0,54.0,1008.2,1,0
2546,1864,32.3,20.5,81.0,50.0,1005.8,1,0
2561,1857,33.9,22.3,84.0,51.0,1005.7,1,0
2745,1851,35.4,21.2,84.0,44.0,997.4,1,0
2818,1849,32.1,21.9,82.0,55.0,999.5,1,0
2753,1762,27.7,24.1,79.0,81.0,996.7,1,0
2779,1758,30.0,23.1,81.0,67.0,999.5,1,0
2888,1846,30.4,23.0,81.0,65.0,1005.9,1,0
2817,1768,22.9,21.7,73.0,93.0,1006.4,1,0
2798,1816,27.3,23.1,78.0,78.0,1005.5,1,0
2833,1824,29.4,19.7,78.0,56.0,1006.0,1,0
2843,1824,29.0,22.7,80.0,69.0,1011.2,1,0
2872,1837,28.7,25.3,81.0,82.0,1009.6,1,0
2894,1854,27.3,24.7,79.0,86.0,1014.1,1,0
2909,1855,33.0,22.7,83.0,55.0,1010.7,1,0
2917,1848,31.5,23.8,83.0,64.0,1007.7,1,0
2917,1854,31.3,21.7,81.0,57.0,1007.5,1,0
2925,1872,30.0,19.3,79.0,53.0,1011.1,1,0
2883,1880,31.3,14.8,78.0,37.0,1011.0,1,0
2883,1896,27.2,10.8,73.0,36.0,1011.2,1,0
2940,1909,28.2,10.8,74.0,34.0,1009.6,1,0
2940,1913,28.7,9.8,74.0,31.0,1011.6,1,0
2940,1906,27.7,15.3,75.0,47.0,1014.9,1,0
2948,1901,23.9,18.5,72.0,72.0,1010.9,1,0
2945,1902,24.1,19.3,73.0,75.0,1007.2,1,0
2940,1903,21.6,17.1,69.0,76.0,1006.5,0,1
2904,1901,28.3,17.4,76.0,52.0,1010.1,0,1
2862,1888,21.0,19.6,69.0,92.0,1003.2,1,0
2818,1880,27.6,15.9,75.0,49.0,1012.5,1,0
2780,1883,27.4,8.2,72.0,30.0,1017.3,1,0
2738,1890,25.9,14.3,73.0,49.0,1018.0,1,0
2691,1883,23.6,10.6,69.0,44.0,1018.1,1,0
2700,1872,26.6,15.0,74.0,49.0,1008.5,1,0
2685,1875,26.8,14.8,74.0,48.0,1010.3,1,0
2653,1886,26.2,9.9,72.0,36.0,1010.7,1,0
2657,1887,24.9,13.7,72.0,50.0,1013.9,1,0
2619,1890,27.4,14.4,74.0,45.0,1012.1,1,0
2565,1910,29.0,18.7,78.0,54.0,1013.8,1,0
2539,1918,29.0,13.2,75.0,38.0,1012.1,1,0
2517,1934,19.1,18.4,66.0,96.0,1003.2,1,0
2324,1945,25.2,12.7,72.0,46.0,1009.1,1,0
2327,1956,21.5,1.6,66.0,27.0,1017.8,1,0
2242,1987,28.2,15.1,28.2,45.0,1017.8,1,0
2160,1990,23.6,16.8,23.6,66.0,1015.1,1,0
2073,1984,15.0,13.0,14.4,88.0,1017.9,1,0
2053,1987,20.1,1.9,20.1,30.0,1019.0,1,0
1982,1914,18.0,8.8,18.0,55.0,1023.3,1,0
1966,1896,20.4,11.8,20.4,58.0,1023.1,1,0
1847,1870,18.1,10.6,18.1,62.0,1021.7,1,0
1773,1864,21.1,11.4,21.1,54.0,1016.9,1,0
1759,1861,21.0,10.7,21.0,52.0,1017.0,1,0
1667,1897,16.3,3.3,16.1,42.0,1017.1,1,0
1644,1911,16.5,6.0,16.2,50.0,1023.1,1,0
1623,1899,18.4,4.8,18.4,41.0,1023.8,0,1
1578,1898,19.4,8.6,19.4,50.0,1020.4,0,1
1524,1937,22.6,10.0,22.6,45.0,1018.3,0,1
1456,2116,14.9,-1.2,13.9,33.0,1023.2,0,1
1428,1802,16.4,-5.4,16.1,22.0,1024.3,0,1
1393,1689,19.3,-4.9,19.3,19.0,1020.5,0,1
1350,1684,19.6,7.3,19.6,45.0,1016.9,0,1
1349,1868,21.3,7.8,21.3,42.0,1016.8,0,1
1356,1907,18.8,1.7,18.8,32.0,1023.0,0,1
1356,1885,18.8,8.1,18.8,50.0,1020.6,0,1
1347,1797,21.5,6.1,21.5,37.0,1015.6,0,1
1411,1817,18.2,3.6,18.2,38.0,1023.3,0,1
1411,1823,19.3,11.0,19.2,59.0,1014.2,0,1
1401,1772,15.2,3.6,15.2,46.0,1015.9,0,1
1404,1708,16.6,-3.5,16.1,25.0,1016.5,0,1
1395,1753,12.3,-3.1,10.1,34.0,1018.6,0,1
1393,1736,10.4,-6.0,9.3,31.0,1023.4,0,1
1402,1720,12.4,3.5,12.3,55.0,1018.6,0,1
1400,1684,9.6,-10.0,7.8,24.0,1024.4,0,1
1400,1668,12.4,-0.5,11.2,41.0,1025.4,0,1
1400,1663,11.0,-1.7,11.0,41.0,1016.8,0,1
1407,1656,6.7,-4.4,3.6,45.0,1020.0,0,1
1407,1654,9.4,-6.4,6.4,32.0,1022.1,0,1
1405,1656,16.5,4.8,16.5,46.0,1024.8,0,1
1405,1658,17.0,8.6,16.6,58.0,1020.9,0,1
1403,1662,15.2,4.2,14.9,48.0,1021.4,0,1
1420,1662,9.0,-15.5,6.6,16.0,1022.6,0,1
1412,1694,10.5,-3.9,8.5,36.0,1017.8,0,1
1412,1709,3.7,-15.5,0.7,23.0,1020.6,0,1
1408,1712,7.2,-6.9,5.2,36.0,1024.2,0,1
1408,1722,9.5,-2.4,7.6,43.0,1019.9,0,1
1408,1744,3.5,-16.8,-0.7,21.0,1020.4,0,1
1413,1936,3.3,-11.8,-1.3,32.0,1018.7,0,1
1413,1955,-1.2,-20.2,-6.1,22.0,1026.7,0,1
1413,2143,3.2,-21.8,-0.2,14.0,1027.9,0,1
1502,2164,4.8,-17.5,2.1,18.0,1028.9,0,1
1513,2189,7.5,-16.0,4.7,17.0,1023.6,0,1
1628,1947,6.5,-7.8,4.5,35.0,1027.0,0,1
1620,1903,5.4,-10.0,2.0,32.0,1027.7,0,1
1618,1906,5.3,-12.7,2.1,26.0,1030.7,0,1
1626,1906,7.5,-8.9,5.2,30.0,1029.5,0,1
1632,1875,7.6,-5.8,5.1,38.0,1026.0,0,1
1645,1743,5.8,-4.1,3.1,49.0,1021.2,0,1
1637,1720,2.0,-19.9,-2.1,18.0,1027.2,0,1
1568,1751,4.6,-8.8,1.9,37.0,1027.6,0,1
1578,1649,10.5,-1.8,9.0,42.0,1023.7,0,1
1581,1639,7.7,-8.4,6.1,31.0,1026.6,0,1
1578,1538,5.4,-15.2,1.8,21.0,1027.1,0,1
1695,1529,5.0,-12.9,3.2,26.0,1024.0,0,1
1704,1556,7.0,-10.3,4.1,28.0,1016.5,0,1
1694,1534,3.6,3.0,1.1,96.0,1007.0,0,1
1694,1521,4.0,-10.1,0.1,35.0,1012.3,0,1
1694,1515,-0.1,-7.6,-4.1,57.0,1016.2,0,1
1576,1510,-2.5,-15.9,-8.0,35.0,1024.2,0,1
1569,1508,-2.6,-18.2,-8.5,29.0,1028.2,0,1
1570,1492,13.7,1.3,13.7,43.0,1022.3,0,1
1565,1481,6.1,5.8,4.3,98.0,1016.1,0,1
1564,1465,6.3,4.7,3.2,90.0,1016.5,0,1
1581,1451,9.4,2.2,7.2,61.0,1021.5,0,1
1566,1444,8.5,-8.1,6.1,30.0,1021.2,0,1
1589,1448,5.3,1.9,4.4,79.0,1014.9,0,1
1594,1444,-1.2,-19.2,-7.0,24.0,1020.1,0,1
1583,1438,-4.8,-20.9,-11.4,27.0,1024.6,0,1
1615,1447,-2.7,-23.2,-8.2,19.0,1024.1,0,1
1618,1462,-3.3,-23.7,-9.3,19.0,1023.7,0,1
1635,1512,0.5,-15.1,-3.5,30.0,1020.1,0,1
1651,1519,1.5,-16.9,-2.5,24.0,1025.0,0,1
1665,1506,4.9,-10.4,2.2,32.0,1026.1,0,1
2636,1501,22.7,12.0,69.0,51.0,1016.4,0,1
2618,1493,25.0,13.8,72.0,50.0,1017.0,0,1
2575,1489,10.4,8.9,51.0,91.0,1019.8,0,1
2582,1485,11.1,6.4,53.0,73.0,1018.0,0,1
2514,1483,15.7,5.0,60.0,49.0,1010.0,0,1
2521,1488,19.5,0.0,63.0,27.0,1017.0,0,1
2527,1493,19.9,11.1,65.0,57.0,1016.4,0,1
2577,1508,24.1,10.0,70.0,41.0,1008.3,0,1
2494,1521,22.0,-0.7,66.0,22.0,1016.7,0,1
2445,1527,15.7,-0.1,59.0,34.0,1025.0,0,1
2463,1551,17.4,4.3,62.0,42.0,1019.3,0,1
2494,1550,19.2,7.9,64.0,48.0,1019.5,0,1
2523,1544,20.0,8.3,65.0,47.0,1016.7,0,1
2668,1537,21.8,8.9,67.0,44.0,1016.4,0,1
2672,1529,26.1,6.1,71.0,28.0,1020.3,0,1
2697,1523,12.1,11.4,54.0,96.0,1016.8,0,1
2669,1542,14.4,11.7,58.0,84.0,1008.8,0,1
2687,1547,19.4,1.8,64.0,31.0,1012.9,0,1
2752,1559,20.1,10.7,66.0,55.0,1013.9,0,1
2755,1561,23.7,5.0,68.0,30.0,1013.0,0,1
2782,1550,23.0,15.8,70.0,64.0,1015.4,0,1
2895,1551,17.0,15.6,62.0,92.0,1005.0,0,1
2988,1558,18.9,0.9,63.0,30.0,1007.4,0,1
3026,1563,19.8,4.6,64.0,37.0,1013.3,0,1
3011,1569,17.6,10.4,63.0,63.0,1013.8,0,1
3024,1576,16.6,7.5,61.0,55.0,1021.9,0,1
3024,1582,19.0,12.7,65.0,67.0,1022.4,0,1
3022,1569,23.3,9.2,69.0,41.0,1017.4,0,1
3021,1623,24.6,15.2,72.0,56.0,1011.4,0,1
3000,1623,28.6,14.4,75.0,42.0,1011.4,0,1
3008,1627,23.8,21.4,74.0,87.0,1008.9,0,1
3017,1691,21.6,21.2,71.0,98.0,1008.0,0,1
3004,1686,20.9,18.4,69.0,86.0,1005.4,0,1
2981,1804,23.4,13.5,70.0,54.0,1018.4,0,1
2921,1853,26.4,11.3,72.0,39.0,1005.3,0,1
2804,1792,25.9,13.7,73.0,47.0,1009.2,0,1
2700,1826,27.5,10.6,73.0,35.0,1007.7,0,1
2640,1876,20.7,18.0,68.0,85.0,1011.8,0,1
2640,1896,25.4,18.5,74.0,66.0,1011.6,0,1
2640,1904,28.4,18.1,77.0,54.0,1008.7,0,1
2616,1890,24.8,12.3,71.0,46.0,1010.4,0,1
2379,1889,26.7,15.4,74.0,50.0,1014.7,0,1
2345,1884,28.4,16.6,76.0,49.0,1012.4,0,1
2332,1883,20.5,17.8,68.0,85.0,1013.5,0,1
2318,1898,26.6,19.7,76.0,66.0,1010.9,0,1
2275,1902,27.4,18.3,76.0,58.0,1006.6,0,1
2284,1923,20.8,15.3,68.0,71.0,1001.0,0,1
2280,1906,20.8,15.1,68.0,70.0,1004.9,0,1
2233,1863,25.2,15.5,73.0,55.0,1008.9,0,1
2216,1841,24.0,13.2,71.0,51.0,1011.5,0,1
2242,1827,27.8,18.4,76.0,57.0,1007.2,0,1
2225,1823,25.5,18.1,74.0,64.0,1006.0,0,1
2167,1821,27.7,18.6,76.0,58.0,1002.3,0,1
2082,1817,31.3,12.1,77.0,31.0,1005.3,0,1
2052,1814,29.3,15.0,76.0,42.0,1008.3,0,1
2036,1803,28.1,21.3,78.0,67.0,1011.5,0,1
2011,1799,25.6,22.8,76.0,85.0,1009.1,0,1
2026,1793,27.5,23.3,79.0,78.0,1004.4,0,1
2047,1778,21.0,20.5,70.0,97.0,1001.4,0,1
2063,1778,26.2,22.4,77.0,80.0,1005.0,1,0
2073,1764,27.6,22.3,78.0,73.0,1007.4,1,0
2120,1762,26.4,21.3,76.0,74.0,995.1,1,0
2126,1764,31.0,21.4,81.0,57.0,997.9,1,0
2094,1771,26.0,24.0,78.0,89.0,1003.7,1,0
2061,1774,23.0,19.5,72.0,81.0,1007.2,1,0
2017,1794,22.4,20.6,72.0,90.0,1016.8,1,0
2053,1795,28.5,21.5,79.0,66.0,1014.8,1,0
2056,1790,31.9,22.8,82.0,59.0,1015.9,1,0
2072,1786,33.4,24.8,85.0,61.0,1013.3,1,0
2069,1784,32.3,21.1,82.0,52.0,1011.5,1,0
2092,1770,34.9,22.2,84.0,48.0,1012.0,1,0
2105,1764,33.3,24.4,84.0,60.0,1011.4,1,0
2140,1782,34.6,25.1,86.0,58.0,1011.3,1,0
2195,1781,35.2,24.1,86.0,53.0,1010.0,1,0
2208,1788,37.3,24.0,87.0,47.0,1008.4,1,0
2157,1824,35.2,22.8,85.0,49.0,1008.6,1,0
2195,1849,34.8,25.0,86.0,57.0,1007.7,1,0
2198,1866,36.8,23.2,86.0,46.0,1006.7,1,0
2365,1892,35.2,26.2,87.0,60.0,1006.7,1,0
2407,1899,34.6,27.0,87.0,65.0,1006.5,1,0
2772,1908,35.1,23.4,85.0,51.0,1004.0,1,0
2900,1910,36.1,22.9,86.0,47.0,1004.1,1,0
2951,1920,36.2,22.0,85.0,44.0,1003.4,1,0
3066,1935,35.5,22.0,85.0,46.0,1006.5,0,1
3050,1907,35.0,24.9,86.0,56.0,1009.2,0,1
3149,1873,33.8,24.6,85.0,59.0,1005.7,0,1
3273,1873,33.0,22.4,83.0,54.0,1007.8,0,1
3418,1866,31.0,23.3,82.0,64.0,1006.6,0,1
3632,1885,33.6,24.1,85.0,58.0,1004.2,0,1
3645,1919,27.5,24.5,79.0,84.0,1004.5,0,1
3687,1932,37.2,22.9,86.0,44.0,1011.0,0,1
3689,1905,36.7,24.9,87.0,51.0,1009.6,0,1
3639,1897,26.9,24.9,79.0,89.0,1009.7,1,0
3633,1909,30.3,17.0,78.0,45.0,1012.4,1,0
3626,1934,31.0,20.8,80.0,55.0,1007.7,1,0
3590,1944,34.9,20.4,83.0,43.0,1004.4,1,0
3546,1972,33.3,22.7,83.0,54.0,1005.2,1,0
3703,1982,29.1,23.2,80.0,71.0,999.6,1,0
3894,1981,30.5,24.6,82.0,71.0,1000.5,1,0
4047,2015,26.7,25.2,79.0,92.0,1012.8,1,0
4033,2012,32.0,24.3,83.0,64.0,1013.0,1,0
3879,2022,30.9,22.2,81.0,60.0,1011.9,1,0
3896,2047,29.1,24.4,81.0,76.0,1010.8,1,0
3913,2069,23.9,23.3,75.0,97.0,1010.8,1,0
3880,2092,27.9,22.6,79.0,73.0,1001.8,1,0
3705,2077,29.1,21.0,79.0,62.0,994.0,1,0
3688,2069,28.2,19.1,77.0,58.0,1003.4,1,0
3668,2070,27.7,18.4,76.0,57.0,1006.6,1,0
3653,2062,24.0,20.5,73.0,81.0,1006.2,1,0
3610,2064,26.7,11.5,73.0,39.0,1020.3,1,0
3675,2054,24.2,14.8,71.0,56.0,1020.2,1,0
3652,2042,28.2,19.1,77.0,58.0,1017.1,1,0
3543,2042,21.7,20.5,71.0,93.0,1017.9,1,0
3460,2043,22.7,22.1,73.0,97.0,1014.8,1,0
3503,2022,26.8,18.6,75.0,61.0,1016.2,1,0
3525,2009,27.1,20.6,77.0,68.0,1015.3,1,0
3491,2008,25.1,20.1,74.0,74.0,1013.9,1,0
3515,2014,22.0,20.8,71.0,93.0,1008.9,1,0
3558,2005,20.5,19.8,69.0,96.0,1006.6,1,0
3650,1991,25.1,13.6,72.0,49.0,1017.0,1,0
3607,1976,24.7,14.7,72.0,54.0,1017.5,1,0
3497,1938,21.0,6.1,21.0,38.0,1007.9,1,0
3407,1929,23.0,10.0,23.0,44.0,1016.6,1,0
3268,1926,24.2,13.1,24.2,50.0,1022.2,1,0
3133,1928,20.2,19.8,20.2,98.0,1015.5,1,0
3050,1944,23.2,8.0,23.2,38.0,1017.5,1,0
2964,1922,19.8,10.7,19.8,56.0,1015.1,1,0
2881,1901,17.8,1.2,17.5,33.0,1020.4,1,0
2828,1867,18.9,4.2,18.9,38.0,1024.6,1,0
2796,1783,22.0,7.0,22.0,38.0,1018.2,1,0
2789,1744,17.4,10.7,17.4,65.0,1015.6,1,0
